latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.16396,-60.21896,295.23,0.46,0.39,518.0,1.0,VIIRS,n,2.0NRT,271.88,0.72,N
-33.21203,-60.06649,336.89,0.4,0.37,1741.0,1.0,VIIRS,n,2.0NRT,311.71,2.46,D
-33.18416,-60.19772,338.29,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,311.86,1.91,D
-33.18081,-60.21924,340.01,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,312.91,2.63,D
-33.15384,-60.20184,347.03,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,316.4,7.54,D
-33.15042,-60.2025,348.18,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,319.51,8.76,D
-33.16356,-60.29936,351.74,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,320.65,16.19,D
-33.16072,-60.30443,347.02,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,314.61,16.19,D
-33.16192,-60.31327,345.04,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,315.6,41.62,D
-32.70157,-60.57624,345.27,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,307.63,32.31,D
-32.69753,-60.57244,355.04,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,311.17,16.37,D
-32.69408,-60.57309,352.17,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,308.72,16.37,D
-32.68946,-60.56487,343.57,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,313.56,6.92,D
-32.68745,-60.56388,339.01,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,308.72,6.11,D
-32.68865,-60.57273,349.5,0.41,0.37,1741.0,1.0,VIIRS,n,2.0NRT,308.51,5.83,D
