latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
25.31893,-100.16148,326.37,0.43,0.38,811,1,VIIRS,n,2.0NRT,289.19,2.06,N
25.31715,-100.14884,333.78,0.43,0.38,811,1,VIIRS,n,2.0NRT,289.32,2.23,N
25.31835,-100.15736,298.53,0.43,0.38,811,1,VIIRS,n,2.0NRT,286.06,2.06,N
25.31776,-100.15318,302.81,0.43,0.38,811,1,VIIRS,n,2.0NRT,285.31,2.23,N
25.31486,-100.15783,329.42,0.43,0.38,811,1,VIIRS,n,2.0NRT,289.86,2.06,N
25.31429,-100.15373,324.32,0.43,0.38,811,1,VIIRS,n,2.0NRT,289.1,2.23,N
25.31543,-100.16187,310.11,0.43,0.38,811,1,VIIRS,n,2.0NRT,288.05,2.06,N
25.3137,-100.14954,299.9,0.43,0.38,811,1,VIIRS,n,2.0NRT,287.69,2.23,N
25.14583,-99.55823,324.07,0.41,0.37,811,1,VIIRS,n,2.0NRT,290.29,2.09,N
25.14513,-99.5575,321.62,0.41,0.37,811,1,VIIRS,n,2.0NRT,290.43,2.01,N
25.17252,-99.81966,330.89,0.42,0.37,811,1,VIIRS,n,2.0NRT,290.27,3.51,N
24.83413,-100.42464,353.2,0.43,0.46,1925,1,VIIRS,n,2.0NRT,320.78,21.72,D
24.83824,-100.42568,353.01,0.43,0.46,1925,1,VIIRS,n,2.0NRT,314.61,18.59,D
25.172,-99.81554,342.78,0.39,0.44,1925,1,VIIRS,n,2.0NRT,316.65,35.06,D
25.30888,-100.15321,341.08,0.4,0.45,1925,1,VIIRS,n,2.0NRT,305.74,4.91,D
25.31766,-100.15134,353.86,0.4,0.45,1925,1,VIIRS,n,2.0NRT,310.31,9.9,D
25.31688,-100.15533,352.76,0.4,0.45,1925,1,VIIRS,n,2.0NRT,306.82,9.9,D
25.31617,-100.15896,342.79,0.41,0.45,1925,1,VIIRS,n,2.0NRT,304.68,6.88,D
