latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.200771,-60.144035,338.72,0.51,0.66,1842,N,VIIRS,n,1,288.98,11.25,D,0.0
-33.203751000000004,-60.154808,328.84,0.51,0.66,1842,N,VIIRS,n,1,292.24,10.43,D,0.0
-33.188828,-60.124687,331.64,0.51,0.66,1842,N,VIIRS,n,1,285.62,5.13,D,0.0
-33.190327,-60.130089,331.02,0.51,0.66,1842,N,VIIRS,n,1,287.95,7.2,D,0.0
-33.196316,-60.151665,331.5,0.51,0.66,1842,N,VIIRS,n,1,292.42,6.97,D,0.0
-33.19781500000001,-60.157047,328.56,0.51,0.66,1842,N,VIIRS,n,1,287.16,6.97,D,0.0
-33.181374,-60.121525,325.96,0.51,0.66,1842,N,VIIRS,n,1,286.9,5.13,D,0.0
-33.201424,-60.145615,352.12,0.51,0.66,1842,N,VIIRS,n,1,293.3,22.19,D,0.0
-33.189606,-60.126225,343.85,0.51,0.66,1842,N,VIIRS,n,1,288.1,6.13,D,0.0
-33.191074,-60.131641,326.68,0.51,0.66,1842,N,VIIRS,n,1,286.2,6.13,D,0.0
-33.194012,-60.142467,340.43,0.51,0.66,1842,N,VIIRS,n,1,285.8,18.09,D,0.0
-33.198406,-60.15868,325.86,0.51,0.66,1842,N,VIIRS,n,1,287.46,10.81,D,0.0
