latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.149929,-60.0756,330.62,0.47,0.48,1812,N,VIIRS,n,1,299.43,5.9,D,0.0
-33.01783,-60.435551,343.8,0.46,0.47,1812,N,VIIRS,n,1,298.79,6.62,D,0.0
-32.921261,-60.497627,342.67,0.45,0.47,1812,N,VIIRS,n,1,301.83,4.76,D,0.0
-32.911629,-60.495346,337.47,0.46,0.47,1812,N,VIIRS,n,1,300.26,3.42,D,0.0
-32.751774,-60.453213,340.24,0.46,0.47,1812,N,VIIRS,n,1,302.06,7.05,D,0.0
-32.752846000000005,-60.458122,338.88,0.46,0.47,1812,N,VIIRS,n,1,297.24,7.05,D,0.0
-32.71719,-60.421566000000006,356.45,0.46,0.47,1812,N,VIIRS,n,1,302.92,12.5,D,0.0
-32.717361,-60.419552,339.48,0.46,0.47,1812,N,VIIRS,n,1,300.97,6.6,D,0.0
-32.718418,-60.4245,340.83,0.46,0.47,1812,N,VIIRS,n,1,300.62,6.6,D,0.0
-32.640514,-60.384403000000006,345.58,0.47,0.48,1812,N,VIIRS,n,1,305.05,15.69,D,0.0
-32.511265,-60.67365600000001,338.61,0.45,0.47,1812,N,VIIRS,n,1,297.56,4.68,D,0.0
