latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.701912,-60.528412,296.97,0.48,0.48,430,N,VIIRS,n,1,282.1,2.19,N,0.0
-32.724243,-60.46999399999999,297.15,0.48,0.48,430,N,VIIRS,n,1,282.99,1.17,N,0.0
-32.841545,-60.18715699999999,300.15,0.46,0.47,430,N,VIIRS,n,1,282.39,1.34,N,0.0
-32.840809,-60.188145,295.09,0.46,0.47,430,N,VIIRS,n,1,283.1,0.9,N,0.0
-32.826111,-60.37899,312.68,0.47,0.48,430,N,VIIRS,n,1,282.66,2.32,N,0.0
-32.978886,-60.20705,295.6,0.46,0.47,430,N,VIIRS,n,1,281.96,0.53,N,0.0
-33.145424,-60.132679,333.74,0.49,0.65,1654,N,VIIRS,n,1,295.79,9.2,D,0.0
-33.133587,-60.144527,349.62,0.49,0.65,1654,N,VIIRS,n,1,296.82,6.65,D,3.0
-33.146217,-60.134842000000006,326.75,0.49,0.65,1654,N,VIIRS,n,1,294.91,3.91,D,0.0
-33.134449,-60.146618,326.51,0.49,0.65,1654,N,VIIRS,n,1,295.55,5.54,D,0.0
-32.798691,-60.667633,337.03,0.52,0.67,1654,N,VIIRS,n,1,297.38,10.16,D,0.0
-32.798958,-60.673508,343.78,0.52,0.67,1654,N,VIIRS,n,1,296.11,6.5,D,3.0
-32.701027,-60.52993000000001,328.15,0.51,0.66,1654,N,VIIRS,n,1,297.78,2.97,D,0.0
-33.231724,-60.264687,335.05,0.41,0.6,1836,N,VIIRS,n,1,295.54,3.42,D,3.0
-33.229374,-60.266090000000005,335.14,0.41,0.6,1836,N,VIIRS,n,1,294.61,3.01,D,3.0
-33.154388,-60.138462,353.6,0.42,0.61,1836,N,VIIRS,n,1,298.49,10.25,D,0.0
-33.146534,-60.13150400000001,354.96,0.42,0.61,1836,N,VIIRS,n,1,298.26,9.65,D,0.0
-33.147694,-60.135971,336.43,0.42,0.61,1836,N,VIIRS,n,1,295.59,5.83,D,0.0
-32.824688,-60.380901,327.54,0.41,0.61,1836,N,VIIRS,n,1,297.47,5.25,D,0.0
-32.828205,-60.378147,332.9,0.41,0.61,1836,N,VIIRS,n,1,298.32,5.32,D,0.0
-32.801647,-60.670269,348.79,0.4,0.6,1836,N,VIIRS,n,1,297.64,6.09,D,3.0
-32.796204,-60.672153,351.51,0.4,0.6,1836,N,VIIRS,n,1,297.6,6.79,D,3.0
-32.702049,-60.527176,328.88,0.41,0.6,1836,N,VIIRS,n,1,297.99,2.53,D,0.0
-32.707596,-60.548828,328.55,0.41,0.6,1836,N,VIIRS,n,1,297.79,4.16,D,3.0
