latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.18631,-60.13727,302.92,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,274.39,1.41,N
-33.21658,-60.03928,296.5,0.47,0.4,446.0,1.0,VIIRS,n,2.0NRT,266.47,0.53,N
-33.05545,-60.07981,338.25,0.63,0.72,1849.0,1.0,VIIRS,n,2.0NRT,291.19,6.28,D
-33.04903,-60.08235,340.59,0.63,0.72,1849.0,1.0,VIIRS,n,2.0NRT,287.94,30.99,D
-33.05098,-60.08897,354.03,0.63,0.72,1849.0,1.0,VIIRS,n,2.0NRT,295.96,64.18,D
-33.05471,-60.09022,333.86,0.63,0.72,1849.0,1.0,VIIRS,n,2.0NRT,290.19,20.18,D
-33.04636,-60.08614,335.74,0.63,0.72,1849.0,1.0,VIIRS,n,2.0NRT,287.94,20.18,D
-33.04829,-60.09279,347.78,0.63,0.72,1849.0,1.0,VIIRS,n,2.0NRT,291.96,20.18,D
-32.93544,-60.21165,325.2,0.62,0.72,1849.0,1.0,VIIRS,n,2.0NRT,292.42,8.68,D
-32.92903,-60.21418,352.0,0.62,0.72,1849.0,1.0,VIIRS,n,2.0NRT,291.0,8.68,D
