latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.2488,-60.02333,310.58,0.56,0.43,523.0,1.0,VIIRS,n,2.0NRT,284.54,1.6,N
-33.16248,-60.25577,336.95,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,300.46,5.43,D
-33.15915,-60.25647,344.47,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,302.61,5.43,D
-33.10566,-60.33602,335.74,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,291.35,11.69,D
-33.10627,-60.34017,332.82,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,297.94,11.69,D
-33.10688,-60.34432,343.24,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,297.74,13.17,D
-33.10749,-60.34847,337.21,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,297.64,13.17,D
-33.10233,-60.33672,347.58,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,303.52,11.69,D
-33.10294,-60.34086,353.16,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,314.17,11.69,D
-33.10355,-60.34502,344.99,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,307.78,13.17,D
-33.10416,-60.34917,354.84,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,305.11,13.17,D
-33.10477,-60.35331,354.66,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,305.61,16.8,D
-33.10022,-60.3457,334.49,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,294.89,14.28,D
-33.10083,-60.34986,340.49,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,296.24,14.28,D
-33.10144,-60.35401,347.8,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,302.6,17.28,D
-33.09689,-60.3464,343.23,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,300.65,14.28,D
-33.09811,-60.3547,339.11,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,302.45,17.28,D
-33.09615,-60.35439,339.56,0.39,0.36,1745.0,1.0,VIIRS,n,2.0NRT,300.83,20.85,D
