latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.203918,-60.07966999999999,344.84,0.4,0.6,1700,N,VIIRS,n,1,294.27,6.5,D,0.0
-33.204174,-60.084068,331.23,0.4,0.6,1700,N,VIIRS,n,1,293.18,3.96,D,0.0
-33.20097,-60.083397,348.85,0.4,0.6,1700,N,VIIRS,n,1,293.08,3.76,D,0.0
-32.874958,-60.332886,332.16,0.41,0.6,1700,N,VIIRS,n,1,294.81,2.98,D,0.0
-33.188271,-60.315727,337.91,0.49,0.65,1836,N,VIIRS,n,1,288.8,4.94,D,3.0
-33.188671,-60.314476,328.98,0.49,0.65,1836,N,VIIRS,n,1,288.41,3.28,D,3.0
-33.190125,-60.319847,327.07,0.49,0.65,1836,N,VIIRS,n,1,287.82,3.56,D,3.0
-32.996117,-60.093918,327.4,0.51,0.66,1836,N,VIIRS,n,1,293.08,4.49,D,0.0
-32.997662,-60.099430000000005,336.33,0.51,0.66,1836,N,VIIRS,n,1,293.32,4.49,D,0.0
-32.991646,-60.101688,332.88,0.51,0.66,1836,N,VIIRS,n,1,292.51,4.49,D,0.0
-32.992039,-60.095837,326.88,0.51,0.66,1836,N,VIIRS,n,1,293.04,8.88,D,0.0
-32.993553000000006,-60.10136,353.81,0.51,0.66,1836,N,VIIRS,n,1,294.57,7.65,D,0.0
