latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.980274,-60.695965,301.55,0.36,0.57,418,N,VIIRS,n,1,286.9,0.5,N,0.0
-32.985477,-60.6978,312.17,0.36,0.57,418,N,VIIRS,n,1,287.56,0.5,N,0.0
-33.025307,-60.674553,328.87,0.36,0.57,418,N,VIIRS,n,1,287.9,1.84,N,0.0
-33.197006,-60.303493,334.06,0.75,0.77,1642,N,VIIRS,n,1,287.97,9.06,D,3.0
-32.981518,-60.138012,339.36,0.74,0.76,1642,N,VIIRS,n,1,290.97,11.43,D,0.0
-32.980979999999995,-60.134193,334.73,0.73,0.76,1642,N,VIIRS,n,1,291.28,13.62,D,0.0
-33.204971,-60.303848,344.77,0.55,0.51,1824,N,VIIRS,n,1,299.77,8.65,D,3.0
-33.206309999999995,-60.309731000000006,338.34,0.55,0.51,1824,N,VIIRS,n,1,298.42,8.65,D,3.0
-33.200317,-60.30534399999999,351.34,0.55,0.51,1824,N,VIIRS,n,1,299.89,14.8,D,3.0
-33.097179,-60.24931,347.58,0.56,0.51,1824,N,VIIRS,n,1,299.43,8.88,D,3.0
-33.092499,-60.250793,343.69,0.56,0.51,1824,N,VIIRS,n,1,297.17,8.88,D,3.0
-33.098186,-60.2505,337.31,0.56,0.51,1824,N,VIIRS,n,1,297.8,8.38,D,0.0
-33.093509999999995,-60.252003,354.16,0.56,0.51,1824,N,VIIRS,n,1,298.74,8.38,D,0.0
-32.980343,-60.133339,336.52,0.57,0.52,1824,N,VIIRS,n,1,297.57,7.44,D,0.0
