latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.084679,-60.09856,312.22,0.41,0.37,512,N,VIIRS,n,1,284.18,1.15,N,0.0
-33.088127,-60.099239,314.08,0.41,0.37,512,N,VIIRS,n,1,284.29,1.15,N,0.0
-33.091576,-60.099922,310.93,0.41,0.37,512,N,VIIRS,n,1,284.37,0.76,N,0.0
-33.09219,-60.095467000000006,307.29,0.41,0.37,512,N,VIIRS,n,1,284.16,0.76,N,0.0
-33.095024,-60.100597,298.14,0.41,0.37,512,N,VIIRS,n,1,283.79,0.76,N,0.0
-33.095642,-60.09614200000001,305.02,0.41,0.37,512,N,VIIRS,n,1,284.43,0.76,N,0.0
-33.116802,-60.173325,320.2,0.41,0.37,512,N,VIIRS,n,1,284.82,0.91,N,0.0
-33.120247,-60.174015,295.73,0.41,0.37,512,N,VIIRS,n,1,283.84,0.91,N,0.0
-33.12307,-60.179123,318.78,0.41,0.37,512,N,VIIRS,n,1,284.79,1.18,N,0.0
-33.123688,-60.174698,303.63,0.41,0.37,512,N,VIIRS,n,1,284.23,1.18,N,0.0
-33.126514,-60.179806000000006,313.17,0.41,0.37,512,N,VIIRS,n,1,285.13,1.18,N,0.0
-33.126621,-60.27972,314.7,0.41,0.37,512,N,VIIRS,n,1,284.5,0.78,N,3.0
-33.245216,-60.229134,314.31,0.41,0.37,512,N,VIIRS,n,1,285.97,1.55,N,3.0
-33.245838,-60.224709,316.2,0.41,0.37,512,N,VIIRS,n,1,284.08,1.55,N,3.0
