latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.02069,-60.34913,305.36,0.39,0.36,504.0,1.0,VIIRS,n,2.0NRT,279.34,1.04,N
-33.02402,-60.34985,312.03,0.39,0.36,504.0,1.0,VIIRS,n,2.0NRT,281.95,1.04,N
-33.02465,-60.34573,298.25,0.39,0.36,504.0,1.0,VIIRS,n,2.0NRT,277.28,1.04,N
-33.06987,-60.36404,297.77,0.39,0.36,504.0,1.0,VIIRS,n,2.0NRT,275.48,1.03,N
-33.07319,-60.36476,300.54,0.39,0.36,504.0,1.0,VIIRS,n,2.0NRT,275.01,1.36,N
-33.07383,-60.36063,296.69,0.39,0.36,504.0,1.0,VIIRS,n,2.0NRT,275.3,0.79,N
-33.07714,-60.36135,297.04,0.39,0.36,504.0,1.0,VIIRS,n,2.0NRT,274.57,0.79,N
-33.24105,-60.00173,355.5,0.53,0.42,1728.0,1.0,VIIRS,n,2.0NRT,316.38,35.11,D
-33.23522,-60.02007,352.15,0.53,0.42,1728.0,1.0,VIIRS,n,2.0NRT,306.06,8.01,D
-33.23071,-60.01497,333.25,0.53,0.42,1728.0,1.0,VIIRS,n,2.0NRT,300.25,5.53,D
-33.22684,-60.01559,333.05,0.53,0.42,1728.0,1.0,VIIRS,n,2.0NRT,299.05,5.53,D
-33.21712,-60.03456,345.37,0.53,0.42,1728.0,1.0,VIIRS,n,2.0NRT,307.02,16.88,D
-33.17865,-60.15342,333.93,0.53,0.42,1728.0,1.0,VIIRS,n,2.0NRT,301.41,3.33,D
-33.15143,-60.0874,330.12,0.53,0.42,1728.0,1.0,VIIRS,n,2.0NRT,301.19,2.03,D
-33.10448,-60.34913,348.43,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,306.64,9.81,D
-33.10055,-60.34975,345.6,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,307.29,9.81,D
-33.10146,-60.35067,341.34,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,311.12,14.92,D
-33.09489,-60.32774,342.28,0.54,0.42,1728.0,1.0,VIIRS,n,2.0NRT,303.47,9.33,D
-33.08703,-60.32895,338.9,0.54,0.42,1728.0,1.0,VIIRS,n,2.0NRT,300.77,21.41,D
-33.08637,-60.35899,332.7,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,302.49,10.37,D
-33.08703,-60.36489,340.75,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,300.36,23.58,D
-33.08113,-60.34781,333.09,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,301.77,6.33,D
-33.08244,-60.3596,335.71,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,302.93,10.37,D
-33.08309,-60.3655,344.38,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,315.63,23.58,D
-33.07327,-60.34902,335.63,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,307.42,12.17,D
-33.07064,-60.36142,347.17,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,311.39,88.11,D
-33.06406,-60.37444,356.15,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,285.04,45.17,D
-33.05753,-60.35145,329.74,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,298.15,3.69,D
-33.06012,-60.37505,334.23,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,286.33,45.17,D
-33.0536,-60.35205,332.29,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,301.97,12.03,D
-33.04116,-60.34798,332.32,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,298.05,3.82,D
-33.03723,-60.3486,340.83,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,297.1,4.68,D
-33.02873,-60.34394,338.62,0.54,0.42,1728.0,1.0,VIIRS,n,2.0NRT,306.42,108.44,D
-33.02937,-60.34981,334.58,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,300.39,14.69,D
-33.03,-60.3557,349.02,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,299.5,14.69,D
-33.02544,-60.35043,339.94,0.55,0.42,1728.0,1.0,VIIRS,n,2.0NRT,294.65,14.69,D
-33.02087,-60.34515,335.33,0.54,0.42,1728.0,1.0,VIIRS,n,2.0NRT,301.01,3.61,D
-32.94924,-60.33989,328.26,0.54,0.42,1728.0,1.0,VIIRS,n,2.0NRT,298.17,2.15,D
-32.682,-60.57764,330.83,0.55,0.43,1728.0,1.0,VIIRS,n,2.0NRT,301.97,18.69,D
-32.6787,-60.58421,327.27,0.55,0.43,1728.0,1.0,VIIRS,n,2.0NRT,295.52,18.69,D
-32.67473,-60.58481,341.88,0.55,0.43,1728.0,1.0,VIIRS,n,2.0NRT,300.11,17.02,D
-32.67077,-60.58541,354.18,0.55,0.43,1728.0,1.0,VIIRS,n,2.0NRT,300.25,17.02,D
-32.6654,-60.64705,329.11,0.56,0.43,1728.0,1.0,VIIRS,n,2.0NRT,292.9,2.36,D
