latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.13812,-60.01868,337.69,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,301.06,3.63,D
-33.23143,-60.1031,336.31,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,306.7,9.17,D
-33.19128,-60.13543,342.37,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,309.63,6.11,D
-33.1942,-60.15089,342.07,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,308.64,5.42,D
-33.20024,-60.20321,335.98,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,305.26,3.55,D
-33.15088,-60.00433,344.58,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,307.57,7.86,D
-33.14819,-60.01053,347.49,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,310.04,9.01,D
-33.1445,-60.01151,346.69,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,303.49,9.78,D
-33.1455,-60.01673,348.51,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,310.75,9.78,D
-33.14181,-60.0177,344.8,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,306.97,9.78,D
-33.13912,-60.0239,337.41,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,307.21,7.25,D
-33.17584,-60.23648,334.71,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,306.39,4.76,D
-33.12761,-60.02978,331.75,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,303.3,3.05,D
-33.15213,-60.20263,347.98,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,311.29,24.14,D
-33.15799,-60.25479,336.5,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,305.68,6.21,D
-33.16191,-60.29655,334.11,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,308.55,2.81,D
-33.12883,-60.16018,335.05,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,308.95,3.75,D
-33.07083,-60.07767,343.94,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,309.55,11.32,D
-33.06715,-60.07863,346.97,0.49,0.4,1806.0,1.0,VIIRS,n,2.0NRT,313.63,11.32,D
-33.06421,-60.31923,339.59,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,304.75,5.67,D
-33.06056,-60.32019,350.71,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,310.56,16.29,D
-33.0615,-60.32528,352.41,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,324.56,16.29,D
-33.05691,-60.32114,335.49,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,305.52,16.29,D
-33.05785,-60.32623,334.59,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,303.29,16.29,D
-33.00932,-60.31223,342.92,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,307.01,7.67,D
-33.00471,-60.30809,339.82,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,307.37,4.46,D
-32.94577,-60.19989,343.49,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,305.69,4.9,D
-32.96626,-60.30745,338.82,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,304.64,13.65,D
-32.9421,-60.20086,329.24,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,297.28,4.9,D
-32.9626,-60.30841,335.82,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,303.77,13.65,D
-32.94768,-60.19776,337.76,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,301.83,6.24,D
-32.94496,-60.20389,335.46,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,303.99,6.4,D
-32.96399,-60.30651,334.41,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,307.51,15.45,D
-32.93858,-60.21097,355.28,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,317.95,13.45,D
-32.93491,-60.21194,332.94,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,297.9,13.45,D
-32.93683,-60.22224,339.18,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,300.84,9.24,D
-32.95207,-60.30428,347.58,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,310.29,17.6,D
-32.94151,-60.37109,335.67,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,306.89,3.59,D
-32.91917,-60.31289,349.86,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,312.25,24.36,D
-32.87585,-60.42247,331.8,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,302.34,1.06,D
-32.8486,-60.44017,335.29,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,304.62,17.01,D
-32.84954,-60.44521,342.14,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,308.29,40.14,D
-32.84402,-60.43605,334.88,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,305.94,17.01,D
-32.84496,-60.44111,347.65,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,311.01,17.01,D
-32.8385,-60.42688,334.04,0.48,0.4,1806.0,1.0,VIIRS,n,2.0NRT,306.61,5.81,D
-32.84319,-60.45215,354.87,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,321.61,29.17,D
-32.84413,-60.4572,355.81,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,317.09,21.4,D
-32.8331,-60.4389,352.48,0.47,0.4,1806.0,1.0,VIIRS,n,2.0NRT,309.9,14.83,D
-32.50506,-60.74643,336.72,0.47,0.39,1806.0,1.0,VIIRS,n,2.0NRT,301.08,3.84,D
