latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.1364,-60.16315,322.03,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.03,3.26,N
-33.13594,-60.16791,310.91,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,284.24,3.26,N
-33.13687,-60.1584,316.75,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,288.8,3.38,N
-33.14069,-60.16377,323.42,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,291.24,2.65,N
-33.14116,-60.15901,324.51,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.61,4.28,N
-33.13929,-60.17802,304.6,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,281.28,2.11,N
-33.13976,-60.17327,310.03,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,284.77,2.11,N
-33.14022,-60.16852,307.35,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,284.25,2.65,N
-33.14163,-60.15425,303.9,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,285.94,4.28,N
-33.14498,-60.16438,321.17,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,287.87,2.65,N
-33.14545,-60.15962,335.73,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,297.88,4.28,N
-33.14592,-60.15487,332.74,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,299.17,4.28,N
-33.14451,-60.16913,302.81,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,280.2,2.65,N
-33.14974,-60.16024,321.88,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,289.92,3.2,N
-33.15022,-60.15548,314.48,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,288.63,3.2,N
-33.16546,-60.13346,296.0,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,276.72,1.04,N
-33.16976,-60.13407,300.11,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,280.02,1.52,N
-33.19977,-60.18182,300.81,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,281.07,1.3,N
-33.20026,-60.17706,299.55,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,282.0,1.62,N
-33.20406,-60.18242,305.67,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,282.94,1.3,N
-33.20454,-60.17767,307.5,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,285.51,1.62,N
-33.20884,-60.17828,326.41,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,290.96,3.89,N
-33.21956,-60.1824,296.9,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,280.39,1.24,N
-33.24046,-60.14664,298.54,0.44,0.46,529.0,1.0,VIIRS,n,2.0NRT,280.93,1.81,N
-33.13499,-60.16843,331.25,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,299.75,6.62,D
-33.21395,-60.13382,327.35,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,296.95,1.16,D
-33.21242,-60.13344,328.13,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,297.1,1.44,D
-33.19712,-60.18901,339.2,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,298.12,3.65,D
-33.18913,-60.20383,333.34,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,296.09,4.7,D
-33.16699,-60.13076,333.31,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,302.06,3.72,D
-33.17037,-60.15171,343.94,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,304.85,5.99,D
-33.147,-60.15703,343.23,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,312.91,10.71,D
-33.14366,-60.15779,351.58,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,315.35,10.71,D
-33.14501,-60.16616,337.44,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,302.51,3.3,D
-33.14569,-60.17034,329.72,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,299.38,3.3,D
-33.13833,-60.16768,348.2,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,305.92,8.96,D
-33.13901,-60.17186,348.66,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,307.33,8.96,D
-33.13567,-60.17262,344.39,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,303.3,6.62,D
-33.13301,-60.17756,337.42,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,302.31,17.16,D
-32.93547,-60.48755,339.62,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,296.09,5.73,D
-32.89094,-60.44593,329.98,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,298.3,6.41,D
-32.88628,-60.43838,340.02,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,308.09,13.03,D
-32.88761,-60.44667,350.75,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,315.29,21.29,D
-32.88361,-60.44328,348.72,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,314.26,13.03,D
-32.87962,-60.43987,332.42,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,300.7,8.81,D
-32.57138,-60.61832,338.81,0.39,0.36,1752.0,1.0,VIIRS,n,2.0NRT,302.49,9.8,D
