latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.849323,-60.625324,306.91,0.59,0.53,424,N,VIIRS,n,1,275.17,1.46,N,0.0
-32.849037,-60.625736,339.01,0.64,0.72,1648,N,VIIRS,n,1,295.97,7.04,D,3.0
-32.849297,-60.630211,327.79,0.64,0.72,1648,N,VIIRS,n,1,296.36,8.32,D,0.0
-32.792061,-60.364132,327.53,0.61,0.71,1648,N,VIIRS,n,1,288.56,5.51,D,0.0
-32.767918,-60.44892900000001,326.73,0.62,0.72,1648,N,VIIRS,n,1,286.13,5.42,D,0.0
-33.147907000000004,-60.351238,336.54,0.33,0.56,1830,N,VIIRS,n,1,297.92,1.52,D,3.0
-32.90543,-60.17345400000001,344.71,0.35,0.56,1830,N,VIIRS,n,1,294.73,1.96,D,3.0
-32.900291,-60.175201,329.96,0.35,0.56,1830,N,VIIRS,n,1,294.8,3.13,D,0.0
-32.797626,-60.36235799999999,338.65,0.34,0.56,1830,N,VIIRS,n,1,296.68,2.46,D,0.0
-32.797676,-60.36334599999999,338.02,0.34,0.56,1830,N,VIIRS,n,1,296.62,1.97,D,0.0
-32.79258,-60.365055000000005,332.71,0.34,0.56,1830,N,VIIRS,n,1,295.14,1.84,D,0.0
-32.850201,-60.627777,336.79,0.33,0.55,1830,N,VIIRS,n,1,300.24,6.69,D,0.0
-32.851036,-60.631294,339.79,0.33,0.55,1830,N,VIIRS,n,1,300.06,2.66,D,3.0
-32.851879,-60.6348,331.4,0.33,0.55,1830,N,VIIRS,n,1,296.63,2.66,D,3.0
-32.84602,-60.632961,346.69,0.33,0.55,1830,N,VIIRS,n,1,298.94,3.2,D,0.0
-32.846863,-60.636475,342.32,0.33,0.55,1830,N,VIIRS,n,1,297.2,3.2,D,0.0
-32.769402,-60.451054000000006,330.36,0.34,0.56,1830,N,VIIRS,n,1,298.45,5.61,D,0.0
-32.770278999999995,-60.454655,352.03,0.34,0.56,1830,N,VIIRS,n,1,301.06,5.61,D,0.0
