latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.015526,-60.2346,300.23,0.41,0.37,506,N,VIIRS,n,1,268.74,0.66,N,0.0
-33.035881,-60.26574300000001,308.67,0.41,0.37,506,N,VIIRS,n,1,268.38,1.11,N,0.0
-33.190285,-60.000458,326.16,0.45,0.39,1730,N,VIIRS,n,1,287.93,2.33,D,0.0
-33.200317,-60.297134,335.73,0.46,0.39,1730,N,VIIRS,n,1,292.04,5.31,D,3.0
-33.20121,-60.294724,328.98,0.46,0.39,1730,N,VIIRS,n,1,289.98,4.64,D,3.0
-33.143833,-60.13186999999999,329.67,0.45,0.39,1730,N,VIIRS,n,1,289.93,2.16,D,0.0
-33.144447,-60.136803,348.33,0.45,0.39,1730,N,VIIRS,n,1,297.59,19.25,D,0.0
-33.140823,-60.137432,339.44,0.45,0.39,1730,N,VIIRS,n,1,290.66,5.44,D,3.0
-33.141434000000004,-60.142368000000005,325.89,0.46,0.39,1730,N,VIIRS,n,1,287.31,5.44,D,3.0
-32.845409000000004,-60.599426,329.03,0.47,0.4,1730,N,VIIRS,n,1,289.27,4.85,D,3.0
-32.846016,-60.604527,330.89,0.47,0.4,1730,N,VIIRS,n,1,289.44,4.85,D,3.0
-32.841721,-60.60004,325.66,0.47,0.4,1730,N,VIIRS,n,1,288.0,4.85,D,3.0
-32.503681,-60.74260699999999,335.65,0.47,0.4,1730,N,VIIRS,n,1,289.98,24.87,D,0.0
-32.501537,-60.73941,329.23,0.47,0.4,1730,N,VIIRS,n,1,290.06,29.27,D,0.0
