latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.87001,-60.481216,308.66,0.47,0.48,430,N,VIIRS,n,1,287.95,1.3,N,0.0
-32.942485999999995,-60.470131,330.56,0.51,0.66,1654,N,VIIRS,n,1,298.71,4.88,D,3.0
-32.791058,-60.380375,337.11,0.5,0.66,1654,N,VIIRS,n,1,295.74,4.99,D,3.0
-32.792511,-60.377357,346.39,0.5,0.66,1654,N,VIIRS,n,1,297.53,7.94,D,0.0
-32.643291,-60.336708,335.26,0.5,0.66,1654,N,VIIRS,n,1,298.01,3.55,D,0.0
-32.852367,-60.725765,338.44,0.4,0.6,1836,N,VIIRS,n,1,304.16,2.26,D,0.0
-32.64706,-60.3386,334.3,0.42,0.61,1836,N,VIIRS,n,1,300.37,3.64,D,0.0
-32.59565,-60.703518,339.53,0.4,0.6,1836,N,VIIRS,n,1,299.08,3.14,D,0.0
-32.59676,-60.707802,331.52,0.4,0.6,1836,N,VIIRS,n,1,301.25,3.14,D,0.0
-32.592289,-60.70364,343.99,0.4,0.6,1836,N,VIIRS,n,1,297.6,6.54,D,0.0
