latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.21814,-60.04647,332.31,0.45,0.39,1734.0,1.0,VIIRS,n,2.0NRT,304.15,3.9,D
-33.16529,-60.21665,334.15,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,306.64,2.11,D
-33.16944,-60.31261,336.27,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,306.18,10.33,D
-33.14943,-60.30072,335.57,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,306.06,3.86,D
-33.1495,-60.29895,338.2,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,305.91,3.49,D
-33.10992,-60.18921,335.23,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,310.06,5.69,D
-32.94681,-60.18958,331.1,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,300.62,1.9,D
-32.9432,-60.19021,353.33,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,305.17,39.11,D
-32.92814,-60.18781,333.82,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,302.71,6.73,D
-32.92873,-60.19272,347.1,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,314.67,6.73,D
-32.92512,-60.19335,338.42,0.46,0.39,1734.0,1.0,VIIRS,n,2.0NRT,308.37,6.73,D
