latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-33.021576,-60.518631000000006,333.99,0.52,0.41,518,N,VIIRS,n,1,292.29,2.98,N,0.0
-33.020924,-60.52428100000001,313.83,0.52,0.41,518,N,VIIRS,n,1,292.25,2.98,N,0.0
-33.024784000000004,-60.524914,329.81,0.52,0.41,518,N,VIIRS,n,1,292.75,4.22,N,0.0
-33.02544,-60.519272,328.78,0.52,0.41,518,N,VIIRS,n,1,292.76,4.22,N,0.0
-33.03178,-60.524101,339.7,0.39,0.36,1742,N,VIIRS,n,1,298.81,4.69,D,0.0
-33.025997,-60.508072,340.64,0.39,0.36,1742,N,VIIRS,n,1,299.8,6.1,D,0.0
-33.027214,-60.516426,332.35,0.39,0.36,1742,N,VIIRS,n,1,297.96,8.97,D,3.0
-33.027821,-60.520607,355.32,0.39,0.36,1742,N,VIIRS,n,1,302.54,8.97,D,3.0
-33.019909000000006,-60.51361800000001,346.27,0.39,0.36,1742,N,VIIRS,n,1,300.15,9.76,D,0.0
-33.020515,-60.51779200000001,335.63,0.39,0.36,1742,N,VIIRS,n,1,301.93,8.23,D,0.0
-33.021122,-60.521973,350.78,0.39,0.36,1742,N,VIIRS,n,1,303.53,8.23,D,0.0
-33.021732,-60.52615,332.68,0.39,0.36,1742,N,VIIRS,n,1,297.41,3.26,D,0.0
-33.01717,-60.51848199999999,340.71,0.39,0.36,1742,N,VIIRS,n,1,298.34,8.23,D,0.0
-33.017776,-60.52265500000001,341.76,0.39,0.36,1742,N,VIIRS,n,1,298.18,8.23,D,0.0
