latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
25.31911,-100.15628,313.4,0.51,0.49,752,1,VIIRS,n,2.0NRT,288.33,1.34,N
25.46286,-99.89128,345.26,0.38,0.58,1908,1,VIIRS,n,2.0NRT,302.56,4.14,D
25.4665,-99.89254,340.37,0.38,0.58,1908,1,VIIRS,n,2.0NRT,301.76,4.49,D
25.33601,-99.94199,342.53,0.38,0.59,1908,1,VIIRS,n,2.0NRT,299.77,4.0,D
25.23025,-99.93905,354.52,0.38,0.59,1908,1,VIIRS,n,2.0NRT,302.7,17.89,D
25.2311,-99.93536,331.8,0.38,0.59,1908,1,VIIRS,n,2.0NRT,300.26,9.73,D
25.227,-99.93976,350.13,0.38,0.59,1908,1,VIIRS,n,2.0NRT,299.87,10.11,D
25.14806,-99.55725,334.3,0.36,0.58,1908,1,VIIRS,n,2.0NRT,297.92,1.94,D
24.76308,-99.63202,352.72,0.38,0.58,1908,1,VIIRS,n,2.0NRT,293.19,5.09,D
24.76453,-99.63097,344.55,0.38,0.58,1908,1,VIIRS,n,2.0NRT,290.52,4.49,D
25.33957,-99.94233,337.11,0.38,0.59,1908,1,VIIRS,n,2.0NRT,297.27,2.35,D
24.81846,-100.36169,336.07,0.72,0.76,2046,1,VIIRS,n,2.0NRT,305.79,5.0,D
