latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.16149,-60.35177,325.66,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,278.43,2.56,N
-33.16343,-60.34149,326.52,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,277.89,2.45,N
-33.16515,-60.35278,328.56,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,279.59,3.74,N
-33.16612,-60.34763,356.36,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,283.6,9.55,N
-33.16709,-60.34249,313.61,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,277.14,9.55,N
-33.15924,-60.35283,295.82,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,277.15,1.75,N
-33.16024,-60.3477,309.36,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,276.51,1.75,N
-33.16224,-60.33746,318.3,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,276.79,1.93,N
-33.16389,-60.3487,327.58,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,279.13,1.75,N
-33.16489,-60.34357,328.11,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,278.56,1.93,N
-33.1629,-60.35383,299.67,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,277.91,1.75,N
-33.16589,-60.33845,302.66,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,275.29,1.93,N
-33.16755,-60.3497,344.09,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,279.93,9.28,N
-33.16855,-60.34457,327.69,0.48,0.4,446.0,1.0,VIIRS,n,2.0NRT,277.55,5.18,N
-33.23627,-60.25746,351.58,0.33,0.55,1707.0,1.0,VIIRS,n,2.0NRT,304.43,6.82,D
-33.17312,-60.34306,354.26,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,309.79,22.82,D
-33.17364,-60.3503,349.18,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,296.5,8.25,D
-33.16716,-60.33271,354.69,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,295.91,22.47,D
-33.16742,-60.33633,342.78,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,309.56,22.47,D
-33.16821,-60.34718,353.35,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,307.49,8.25,D
-33.16277,-60.34408,341.69,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,307.45,10.48,D
-33.16303,-60.34771,354.1,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,309.18,7.66,D
-33.15734,-60.34098,350.94,0.33,0.56,1707.0,1.0,VIIRS,n,2.0NRT,296.0,10.48,D
-33.15918,-60.34316,338.1,0.61,0.71,1849.0,1.0,VIIRS,n,2.0NRT,287.61,5.47,D
-33.14907,-60.33276,333.3,0.61,0.71,1849.0,1.0,VIIRS,n,2.0NRT,273.96,5.05,D
