latitude,longitude,confidence
25.29703,-100.18394,n
25.29761,-100.18808,n
25.29353,-100.18439,n
25.29291,-100.17997,n
25.2947,-100.19283,n
25.29413,-100.18872,n
25.29118,-100.19316,n
25.29,-100.18468,n
24.76492,-99.65675,n
24.84607,-99.53407,n
25.28305,-100.17065,n
25.28124,-100.18009,n
25.2871,-100.17161,n
25.28615,-100.17659,n
25.28528,-100.18113,n
25.29086,-100.17409,n
25.29003,-100.17845,n
25.28922,-100.18271,n
25.28844,-100.18676,n
25.28772,-100.19051,n
25.29387,-100.18051,n
25.2931,-100.18456,n
25.29166,-100.19206,n
25.29785,-100.18184,n
25.2971,-100.1858,n
