latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.21173,-60.07504,338.68,0.43,0.38,1758.0,1.0,VIIRS,n,2.0NRT,308.47,3.47,D
-33.20464,-60.19997,338.85,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,306.56,6.0,D
-33.18065,-60.24823,334.95,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,305.66,3.18,D
-33.17533,-60.25893,332.96,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,307.77,2.16,D
-33.16971,-60.28846,346.05,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,311.24,6.74,D
-33.16941,-60.30726,338.07,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,306.38,4.56,D
-33.1644,-60.29913,343.22,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,309.15,3.76,D
-33.16518,-60.30362,340.4,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,309.08,4.56,D
-33.16349,-60.3023,351.6,0.42,0.38,1758.0,1.0,VIIRS,n,2.0NRT,325.94,52.91,D
-32.82586,-60.57541,342.42,0.42,0.37,1800.0,1.0,VIIRS,n,2.0NRT,308.19,4.41,D
