latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.17902,-60.22136,295.03,0.39,0.36,457.0,1.0,VIIRS,n,2.0NRT,278.86,0.97,N
-33.15281,-60.31496,338.78,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,312.17,63.36,D
-33.15759,-60.31913,344.68,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,319.43,63.36,D
-33.15663,-60.30961,355.47,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,319.23,57.96,D
-33.15424,-60.28585,345.1,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,316.94,3.61,D
-33.15446,-60.31094,344.8,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,314.06,29.41,D
-33.1592,-60.31512,349.77,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,321.68,77.46,D
-33.15875,-60.31035,345.97,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,317.85,29.41,D
-33.1583,-60.30558,341.87,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,309.31,29.41,D
-33.15651,-60.28654,345.02,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,315.29,4.12,D
-33.17757,-60.14511,342.39,0.43,0.46,1722.0,1.0,VIIRS,n,2.0NRT,313.61,1.84,D
-33.17923,-60.07416,343.51,0.43,0.46,1722.0,1.0,VIIRS,n,2.0NRT,316.29,6.5,D
-33.1946,-60.14275,346.71,0.43,0.46,1722.0,1.0,VIIRS,n,2.0NRT,315.54,3.84,D
-33.0486,-60.29767,342.17,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,312.97,2.23,D
-33.05087,-60.29522,343.34,0.44,0.46,1722.0,1.0,VIIRS,n,2.0NRT,312.53,2.85,D
