latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.12674,-60.0135,315.08,0.39,0.36,504,1,VIIRS,n,2.0NRT,282.87,1.4,N
-33.13007,-60.01421,314.19,0.39,0.36,504,1,VIIRS,n,2.0NRT,285.27,1.4,N
-33.15019,-60.19832,297.5,0.39,0.36,504,1,VIIRS,n,2.0NRT,283.69,0.77,N
-33.15351,-60.19904,302.69,0.39,0.36,504,1,VIIRS,n,2.0NRT,285.64,1.93,N
-33.16264,-60.19916,308.38,0.39,0.36,504,1,VIIRS,n,2.0NRT,286.89,2.02,N
-33.16533,-60.20401,299.17,0.39,0.36,504,1,VIIRS,n,2.0NRT,285.54,1.17,N
-33.16596,-60.19987,298.56,0.39,0.36,504,1,VIIRS,n,2.0NRT,285.43,0.95,N
-33.1655,-60.22543,301.1,0.39,0.36,504,1,VIIRS,n,2.0NRT,283.95,0.69,N
-33.16928,-60.20058,298.25,0.39,0.36,504,1,VIIRS,n,2.0NRT,285.06,0.95,N
-33.17421,-60.23585,298.07,0.39,0.36,504,1,VIIRS,n,2.0NRT,285.17,0.9,N
-33.17673,-60.2193,296.42,0.39,0.36,504,1,VIIRS,n,2.0NRT,283.36,0.65,N
-33.18932,-60.13642,298.74,0.39,0.36,504,1,VIIRS,n,2.0NRT,282.11,0.47,N
-33.17943,-60.22416,297.99,0.39,0.36,504,1,VIIRS,n,2.0NRT,284.18,0.84,N
-33.19381,-60.19731,324.78,0.39,0.36,504,1,VIIRS,n,2.0NRT,288.15,2.94,N
-33.22103,-60.04032,317.11,0.39,0.36,504,1,VIIRS,n,2.0NRT,295.28,1.67,N
-33.22165,-60.03616,300.47,0.39,0.36,504,1,VIIRS,n,2.0NRT,288.93,1.67,N
-33.24038,-60.04874,320.02,0.39,0.36,504,1,VIIRS,n,2.0NRT,285.58,1.18,N
-33.23975,-60.0529,296.11,0.39,0.36,504,1,VIIRS,n,2.0NRT,286.06,1.18,N
-33.24101,-60.04459,302.52,0.39,0.36,504,1,VIIRS,n,2.0NRT,281.99,1.12,N
-33.24641,-60.05433,333.96,0.39,0.36,504,1,VIIRS,n,2.0NRT,284.98,3.22,N
-33.24704,-60.05017,306.62,0.39,0.36,504,1,VIIRS,n,2.0NRT,283.11,3.22,N
-33.19056,-60.13536,338.88,0.54,0.42,1728,1,VIIRS,n,2.0NRT,304.32,5.63,D
-33.19297,-60.19427,338.6,0.54,0.42,1728,1,VIIRS,n,2.0NRT,308.21,12.31,D
-33.1483,-60.00133,337.39,0.53,0.42,1728,1,VIIRS,n,2.0NRT,302.11,15.93,D
-33.14443,-60.00194,346.73,0.53,0.42,1728,1,VIIRS,n,2.0NRT,311.62,15.93,D
-33.14787,-60.00312,345.39,0.53,0.42,1728,1,VIIRS,n,2.0NRT,306.48,13.24,D
-33.144,-60.00373,344.48,0.53,0.42,1728,1,VIIRS,n,2.0NRT,313.64,18.33,D
-33.14012,-60.00434,344.05,0.53,0.42,1728,1,VIIRS,n,2.0NRT,307.95,18.33,D
-33.13625,-60.00496,332.13,0.53,0.42,1728,1,VIIRS,n,2.0NRT,301.57,6.57,D
-33.13689,-60.01066,335.63,0.53,0.42,1728,1,VIIRS,n,2.0NRT,305.17,6.57,D
-33.13302,-60.01127,341.3,0.53,0.42,1728,1,VIIRS,n,2.0NRT,309.23,6.57,D
-33.12915,-60.01189,347.68,0.53,0.42,1728,1,VIIRS,n,2.0NRT,305.85,9.74,D
-33.05786,-60.08138,354.86,0.53,0.42,1728,1,VIIRS,n,2.0NRT,317.73,27.21,D
-33.05848,-60.08713,350.43,0.53,0.42,1728,1,VIIRS,n,2.0NRT,312.27,10.16,D
-33.05746,-60.08265,355.82,0.53,0.42,1728,1,VIIRS,n,2.0NRT,317.5,20.14,D
-33.05812,-60.08839,345.29,0.53,0.42,1728,1,VIIRS,n,2.0NRT,308.21,20.14,D
