latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-33.13557,-60.34192,327.34,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,284.2,7.53,N
-33.16212,-60.36454,338.45,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,284.33,5.21,N
-33.18266,-60.28955,311.26,0.5,0.66,408.0,1.0,VIIRS,n,2.0NRT,284.1,1.95,N
-33.1695,-60.3615,336.77,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,284.32,3.03,N
-33.16803,-60.36689,296.95,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.44,1.98,N
-33.17098,-60.35611,314.66,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.69,3.03,N
-33.17244,-60.35075,300.89,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.73,2.49,N
-33.1754,-60.3639,307.15,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.98,3.03,N
-33.16285,-60.3616,325.11,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,284.68,2.95,N
-33.16134,-60.36694,319.77,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.46,2.95,N
-33.1823,-60.29222,313.85,0.5,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.99,2.41,N
-33.17027,-60.35857,333.84,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,284.65,3.33,N
-33.16876,-60.36393,310.0,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.39,2.95,N
-33.17177,-60.35319,315.54,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,283.49,3.33,N
-33.17616,-60.36094,315.15,0.51,0.66,408.0,1.0,VIIRS,n,2.0NRT,284.43,1.85,N
-33.16068,-60.36379,313.2,0.41,0.61,550.0,1.0,VIIRS,n,2.0NRT,265.41,1.22,N
-33.17223,-60.36036,311.49,0.41,0.61,550.0,1.0,VIIRS,n,2.0NRT,266.42,1.57,N
-33.17651,-60.35641,333.33,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,268.74,5.44,D
-33.17771,-60.36242,338.49,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,268.16,6.13,D
-33.16199,-60.36686,335.82,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,266.95,5.04,D
-33.15807,-60.36797,335.32,0.56,0.43,1813.0,1.0,VIIRS,n,2.0NRT,265.75,5.04,D
