latitude,longitude,brightness,scan,track,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-32.914768,-60.30091899999999,327.22,0.62,0.71,400,N,VIIRS,n,1,293.29,9.7,N,0.0
-32.916676,-60.294273,339.03,0.62,0.71,400,N,VIIRS,n,1,293.4,8.11,N,0.0
-32.911339,-60.297771,303.4,0.62,0.71,400,N,VIIRS,n,1,291.98,3.14,N,0.0
-32.913284000000004,-60.291153,301.75,0.62,0.71,400,N,VIIRS,n,1,291.37,3.14,N,0.0
-32.917744,-60.300453000000005,339.02,0.62,0.71,400,N,VIIRS,n,1,293.39,3.14,N,0.0
-32.919689,-60.293823,320.09,0.62,0.71,400,N,VIIRS,n,1,292.17,3.14,N,0.0
-32.91515,-60.295284,330.62,0.32,0.55,542,N,VIIRS,n,1,293.69,2.5,N,0.0
-32.915432,-60.291706000000005,330.69,0.32,0.55,542,N,VIIRS,n,1,292.66,1.83,N,0.0
-32.914871000000005,-60.298843000000005,309.27,0.32,0.55,542,N,VIIRS,n,1,292.15,2.5,N,0.0
-32.915714,-60.288139,311.31,0.32,0.55,542,N,VIIRS,n,1,291.66,1.83,N,0.0
-32.920574,-60.292286,321.64,0.32,0.55,542,N,VIIRS,n,1,292.54,2.03,N,0.0
-32.920296,-60.295853,311.55,0.32,0.55,542,N,VIIRS,n,1,292.52,2.37,N,0.0
-33.016457,-60.446854,331.96,0.47,0.4,1800,N,VIIRS,n,1,299.77,3.84,D,0.0
